iati_identifier,title_narrative,reporting_org_narrative,description_narrative_xml_lang,description_narrative,recipient_country_code,recipient_region_code,location_name_narrative,activity_status_code,document_link_url,last_updated_datetime,activity_date_type,activity_date_iso_date,sector_code,sector_narrative,sector_vocabulary,tag_code,tag_narrative,tag_vocabulary,policy_marker_code,policy_marker_narrative,policy_marker_code,default_aid_type_code
GB-CHC-202918-LIBB39,['Increasing sustainability of existing gender justice interventions in Liberia'],['Oxfam GB'],,"[""We will organize a ‘marketplace' where we present activities or elements of one or more projects. This will require groups are informed about the elements that will be discussed in the ‘marketplace' workshop. Oxfam and partners (the challenge providers) will present the specific sustainability challenges related to the projects, while partners and other participants (‘solution providers' – students/academics, private sector actors, and others) would pitch their ideas. Afterwards, we will work with the pre -selected groups to help them develop implementation/business plans and some would be granted kick -start funding. We then monitor and provide technical support to ‘incubate' the ideas, then organize another event where they pitch their ideas to investors, donors, and philanthropists. At the end we would have a learning event to capture experience, knowledge and possibilities for exit to be used elsewhere.""]",['LR'],,,3,,2022-06-10T10:29:32Z,"['2', '4']","['2021-01-01T00:00:00Z', '2022-03-01T00:00:00Z']","['1', '2', '5']","['A Sustainable Livelihood', 'Education and Health Care', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC10,"['Second phase emergency response Croix de Bouquet , Haiti']",['Oxfam GB'],,"['The program of Croix des Bouquets is to support the people from this area to recover from the earthquake of January 12, 2010. This is a humanitarian program that will support the people within the camps, mainly the most vulnerable, also people in the surrounding neighbourhood, where internally displaced persons are coming from. The target population for watsan activities is 18,200 people and for livelihoods is 13,000 people in the camps and sourrounding areas.']",['HT'],,,3,,2012-10-11T17:33:08Z,"['2', '4']","['2010-07-14T00:00:00Z', '2011-01-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-LIBB42,['Emergency WASH Response to Ivorian Refugees and Host Communities in Liberia'],['Oxfam GB'],,"['The overall Objective of this project is: To improve equitable access to safe and clean drinking water and basic sanitation and hygiene facilities and contribute to the prevention, reduction of the spread and indirect impact of COVID -19 for 1150 refugees in camps and settlements in Grand Gedeh County.']",['LR'],,,3,,2021-12-14T11:07:11Z,"['2', '4']","['2021-02-01T00:00:00Z', '2021-04-30T00:00:00Z']",['3'],['Life and Securi'],['99'],,,,,,,
GB-CHC-202918-HAIC11,['Disaster Risk Reduction Haiti Emergency second phase'],['Oxfam GB'],,"['Project aims at reducing of disaster losses, in lives and in the social, economic assets during the rainy season and the new hurricane season in the communities already affected by the seism        Oxfam is mainstreaming disaster risk reduction in in the different components and coordination activities in order to protect the welfare and livelihood of the beneficiaries in the camps and the affected ""quartiers"". Oxfam is reinforcing also the local government and the representives of the National Civil Protection System for best coordination and orienation of the interventions of humanitarian agencies.']",['HT'],,,3,,2012-10-11T18:08:48Z,"['2', '4']","['2010-08-01T00:00:00Z', '2011-01-31T00:00:00Z']","['3', '4', '5']","['Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC12,['Monitoring and Evaluation -Haiti Rebati Lavi'],['Oxfam GB'],,"[""This project is aims to support the effective implementation of monitoring, evaluation, accountability and learning activities to Oxfam's Earthquake Response (Phase 2). It will enable to assess the impact of different programme, learn for our experience in increase our accountability to different stakeholders. Baseline, Monitoring Reviews, event learning, Impact evaluation and Capacity building staff and Partners will be carrying out. Funds will be used for pay consultants, collecting datas, organize workshops and  staff salaries.""]",['HT'],,,3,,2013-09-16T15:48:24Z,"['2', '4']","['2010-08-01T00:00:00Z', '2011-01-31T00:00:00Z']","['1', '3']","['A Sustainable Livelihood', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC13,['Joint Advocacy and Representation of International partners Working in Haiti'],['Oxfam GB'],,"['The committee is composed of a Steering Committee of 16 members and a Plenary Assembly. This committee aims to be a strategic actor influencing the policy and practice of key stakeholders involved in relief, rehabilitation, development and operational issues through continuously developing common positioning and strengthening International non governemental organisation representation in relevant forum. In the medium to long run, this will increase the coherence and effectiveness of the contribution of International non proit organisations  in improving the living conditions of Haitians, paving the way to sustainable development.']",['HT'],,,3,,2014-05-20T19:55:21Z,"['2', '4']","['2010-11-01T00:00:00Z', '2013-12-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-HAIC15,['Support to Diversification of Income for Coffee Producers in the North HAITI'],['Oxfam GB'],,"['After working during ten years in the coffee sector, Partner want, during the five years 2010_15, to increase the socio -economic capacity of the small -scale producers. With this the Operational Plan 2011 _2012, . Partner aims to develop the production of wealth to improve the quality of life of small farmers and small producers of coffee and other cash crops. this production of wealth will be possible when the coffee gardens are really diversified and net income increased.']",['HT'],,,3,,2012-07-24T14:02:34Z,"['2', '4']","['2010-09-13T00:00:00Z', '2012-08-31T00:00:00Z']","['1', '4', '5']","['A Sustainable Livelihood', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC16,['HAITI CHOLERA RESPONSE'],['Oxfam GB'],,"['This project includes all Oxfam actions responding to the Cholera epidemic in Artibonite valley, focused in Petit Riviere. Targeting 246,000 beneficiaries with a 4.5 million dollars']",['HT'],,,3,,2014-08-01T22:50:26Z,"['2', '4']","['2010-10-22T00:00:00Z', '2011-09-30T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-HAIC19,['Cholera Response in the North / Cap Haitian- Haiti'],['Oxfam GB'],,"['This project includes all Oxfam response to the Cholera epidemic in Cap Haitian and surrounding areas. Targeting 340,000 beneficiaries with a 3.5 million dollars budget']",['HT'],,,3,,2014-08-01T22:51:05Z,"['2', '4']","['2010-11-26T00:00:00Z', '2013-03-30T00:00:00Z']",['3'],['Life and Securi'],['99'],,,,,,,
GB-CHC-202918-HAIC20,['Response to Cholera in Port au Prince Metropolitan Area- Haiti'],['Oxfam GB'],,"['This project covers Oxfam response to the Cholera epidemic in Haiti.      Direct actions are focused in Port au Prince Metropolitan Area targeting 315,000 beneficiaries in and around the camps where Oxfam  already has a presence.  In addition to the work in existing areas of operation, a Cholera Response Support Team has been created to harmonise the responses in Artibonite, Cap Hatien and Port au Prince, provide techincal support to  the teams and provide surge capacity in case of increased need.    The total budget for camps, contingency stock and Cholera Response Support Team is 722,976 american dollars']",['HT'],,,3,,2013-09-24T19:19:38Z,"['2', '4']","['2010-11-26T00:00:00Z', '2011-06-30T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-HAIC23,"['Croix Des Bouquets Water Health hygienne Ecosan and Waste Management,Haiti']",['Oxfam GB'],,"['Oxfam will provide 150 ecosan latrines toward Internaly Displaced persons moving in shelters in order to increase sanitation coverage in targted areas in Haiti . Morover, oxfam will implement waste management as a pilot project. Hygiene promotion will promote correct use of this latrines and good behaviours.']",['HT'],,,3,,2014-07-22T20:10:12Z,"['2', '4']","['2011-08-01T00:00:00Z', '2013-01-31T00:00:00Z']","['1', '2', '3', '5']","['A Sustainable Livelihood', 'Education and Health Care', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC25,['Mobile Team Recovery Phase'],['Oxfam GB'],,['The transition from emergency Water sanitation hygiene actions into sustainable community managed systems in target areas in Haiti  that takes into account improved capacity of local authorities to take over operation and maintenance of Water sanitation hygiene service provision. The project aims at:  Transition from direct water trucking in camps  Transition from deslugding and direct management of latrines in camps  Transition from direct solid waste collection in camps  Transition for hygiene promotion'],['HT'],,,3,,2014-07-22T20:10:54Z,"['2', '4']","['2011-04-01T00:00:00Z', '2013-02-28T00:00:00Z']","['2', '3', '5']","['Education and Health Care', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC29,"['Towards an Integrated Livelihood Project in Maribahoux, Northeast- Haiti']",['Oxfam GB'],,"['An integrated project to be developed in Maribahoux plain in the Northeast with multi components : rural livelihood (support to value -chains /rice, milk, livestock,tuber and market access,  Risk Reduction and Climate change adaptation, alternative energy).     This year, a feasibility study is being developed for the livestock sub -component; risk analysis of livelihoods in Maribahoux plain will be realized, genderized value -chains studies will be also realized in the different value -chains selectionned. With all the results (diagnostics, studies) , the integrated project will be designed.']",['HT'],,,3,,2013-09-16T15:49:37Z,"['2', '4']","['2011-02-14T00:00:00Z', '2012-03-31T00:00:00Z']","['1', '3', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC31,['Let Agogo Dairy Franchise Reinforcement'],['Oxfam GB'],,"['The project aims to reinforce the dairy value chain of Let Agogo of Veterimed in the commune of Croix -des -Bouquets, - Haiti particularly hit by the earthquake of January 10, 2010. The project will take also charge of twelve other diairies spread around the country in the North, North -East, Artibonite, Ouest, South and South -East departments. A technical and budgetary support will contribute to the reinforcement of the dairies. the budget expands on two years.']",['HT'],,,3,,2014-07-22T20:13:03Z,"['2', '4']","['2011-04-01T00:00:00Z', '2013-02-07T00:00:00Z']","['1', '4', '5']","['A Sustainable Livelihood', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC32,['Supporting Local Governance to facilitate accountability and transparence in PAP'],['Oxfam GB'],,"['The project is focused on strengthening local governance, equity and transparence of public management during the reconstruction process. It is going to be achieved by  working with local authorities and local organizations. Key activities of the project are : assess the existing exchange space, support partners organize trainings for Community Based Organisation  and local authorities in Carrefour Feuilles  - Haiti  for their better participation in the reconstruction initiatives']",['HT'],,,3,,2014-05-22T20:28:44Z,"['2', '4']","['2011-04-01T00:00:00Z', '2012-02-29T00:00:00Z']","['3', '4', '5']","['Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC34,['Haiti Rehabilitation Programme Phase II -Oxfam in Belgium'],['Oxfam GB'],,"['The project is to continue the support to the affected people by the Haiti Earthquake, by:   -improving public health (through the efficient water, sanitation and hygiene activities);Increasing capacities of local businesses and  of agricultural based communities to be able to withstand shocks and to provide employments; Piloting a safety net programme for the most vulnerable beneficiaries; Reducing risks related to public health and increasing resources and professional capacities of the most vulnerable households; Contributing to a recovery process which is safe and accountable to women and vulnerable groups. Advocacy is mainstreamed.']",['HT'],,,3,,2014-07-22T20:14:01Z,"['2', '4']","['2011-04-01T00:00:00Z', '2013-03-31T00:00:00Z']","['1', '2', '3', '4']","['A Sustainable Livelihood', 'Education and Health Care', 'Life and Security', 'Right to be Heard']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC35,['Haiti Rehabilitation Programme Phase 2'],['Oxfam GB'],,"['The project is to continue the support to the affected people by the Haiti Earthquake, by: -improving public health (through the efficient water, sanitation and hygiene activities);Increasing capacities of local businesses and  of agricultural based communities to be able to withstand shocks and to provide employments; Piloting a safety net programme for the most vulnerable beneficiaries; Reducing risks related to public health and increasing resources and professional capacities of the most vulnerable households; Contributing to a recovery process which is safe and accountable to women and vulnerable groups. Advocacy is mainstreamed.']",['HT'],,,3,,2014-01-30T18:12:58Z,"['2', '4']","['2011-04-01T00:00:00Z', '2012-02-28T00:00:00Z']","['1', '2', '3', '4']","['A Sustainable Livelihood', 'Education and Health Care', 'Life and Security', 'Right to be Heard']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC37,['Advocacy and Campaigns strategy to enhance civil society and governance in Haiti'],['Oxfam GB'],,['Oxfam in collaboration with its partners contribute to the development of a more equal and fair society through economic development focusing on strengthening of small producers and a reconstruction that addresses the structural disparities between urban and rural areas.'],['HT'],,,3,,2014-05-22T20:29:39Z,"['2', '4']","['2011-04-29T00:00:00Z', '2013-03-31T00:00:00Z']","['1', '3', '4', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC38,['Supporting monitoring and evaluation Activities of Rebati Lavi Programme'],['Oxfam GB'],,"['This project aims to support the effective implementation of Monitoring Evaluation and learning activities for recovery phase named Rebati Lavi. It will enable to assess the impact of different programme, learn for our experience in increase our accountability to different stakeholders. Baseline, Monitoring Reviews event, lessons learned, impact evaluation and Capacity building for staff and Partners will be carrying out. Funds will be used for pay consultants, collecting data, organize workshops and pay staff salary']",['HT'],,,3,,2013-11-13T14:03:23Z,"['2', '4']","['2011-04-01T00:00:00Z', '2012-03-31T00:00:00Z']",['1'],['A Sustainable Livelihood'],['99'],,,,,,,
GB-CHC-202918-HAIC39,['Croix des Bouquets / Governance and Gender Based Violence'],['Oxfam GB'],,"[""Set up parternship with relevant local organisations across Haiti   Capacity building : technical, structural trainings.   Partners's support  to the raising awarness regarding their actions.   Support the partners to develop a campaing against violence in their area of action.   Set up coordination space and meeting between local autorities and civil society (including parteners).""]",['HT'],,,3,,2013-09-16T15:50:41Z,"['2', '4']","['2011-04-01T00:00:00Z', '2012-03-31T00:00:00Z']","['2', '3', '4', '5']","['Education and Health Care', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC40,['Cholera Response Carrefour Camps and Community'],['Oxfam GB'],,"['Oxfam interventions  will target the Internaly Displaced Persons camps in Carrefour - Haiti  where we have a presence currently and the peri -urban areas in Riviere -Froide communal section.  The target areas have an average population of 147,915 people (77,915 in camps and 70,000 poeple outside..']",['HT'],,,3,,2014-08-01T22:51:45Z,"['2', '4']","['2011-06-03T00:00:00Z', '2012-03-30T00:00:00Z']","['2', '5']","['Education and Health Care', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC41,['Improvement Health and WASH in Health Center in North Department'],['Oxfam GB'],,"['improvement Water Sanitation and Hygiene conditions in 8 municipalities in north department i - Haiti  n term of    - construction and rehabilitation of latrines in health centers   - rehabilitat ion of waterpoint,    - sanitation  and sensibilisation an Hygiene promotion']",['HT'],,,3,,2013-12-18T18:56:35Z,"['2', '4']","['2011-07-01T00:00:00Z', '2013-03-31T00:00:00Z']",['2'],['Education and Health Care'],['99'],,,,,,,
GB-CHC-202918-HAIC46,['University Hospital Demolition Project Haiti'],['Oxfam GB'],,"['This project will involved demolition works which will  be  carried out by  Oxfam GB with the help of its partner -organizations, Disaster Waste Management . The  project activities  include  demolition, removal, collection and transportation of debris from the Job Site to the recycling center or to the disposal facility/site in Port -au -Prince, Haiti. Work will mainly be carried out at the University Hospital in Port au Prince .']",['HT'],,,3,,2013-09-24T19:29:41Z,"['2', '4']","['2011-11-14T00:00:00Z', '2011-12-31T00:00:00Z']","['2', '3']","['Education and Health Care', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC48,['Development and Reinforcement of Economic Opportunities for Women in Haiti'],['Oxfam GB'],,['The aim of the project is to contribute to the economic empowerment of women entrepreneurs through the provision of financial and technical support to develop small scale businesses capable of generating income and employment.'],['HT'],,,3,,2013-04-05T15:10:06Z,"['2', '4']","['2012-01-01T00:00:00Z', '2013-12-31T00:00:00Z']","['1', '2', '4', '5']","['A Sustainable Livelihood', 'Education and Health Care', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC50,['Urban Garden Agricultural in Haiti'],['Oxfam GB'],,"['The project will improve access to the utilization of urban land for small scale urban agricultural production as well as strengthen  capacities among target beneficiaries and local partners  on urban agriculture. The  project will facilitate multi -development on urban agriculture through the  OXFAM GB GROW campaign. This will eventually support the development of sustainable urban farming systems which will contribute to urban poverty alleviation and enhanced urban food security, social inclusion and empowerment of urban disadvantaged groups (Particularly women, children and people living with HIV /AIDS).']",['HT'],,,3,,2015-12-14T21:15:15Z,"['2', '4']","['2012-04-01T00:00:00Z', '2014-03-31T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC51,"['Business Development  Livelihood, Haiti']",['Oxfam GB'],,['This project   will  support the revival of economic activities and the creation of small enterprises for  100 entrepreneurs affected by the earthquake in Carrefour -Feuilles - Haiti.  It will seek to develop capacity of local partner organisations in local governance and accountability. This will see the provision of capacity building in business management skills and local governance for entrepreneurs and partner in local governance and accountability .'],['HT'],,,3,,2014-06-17T14:59:48Z,"['2', '4']","['2012-01-01T00:00:00Z', '2013-03-31T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC52,['Social Protection Consultancy'],['Oxfam GB'],,"['Design of a framework for mapping the existing social protection initiatives, schemes and mechanisms, including an assessment of their relevance, efficiency and effectiveness in the Haiti context. Implementation of the mapping initiative with the collection and analysis of information from key respondents: Government ministries  and presentation of the outcomes of the mapping and analysis initiative to all key stakeholders']",['HT'],,,3,,2013-09-16T15:52:37Z,"['2', '4']","['2012-01-26T00:00:00Z', '2012-10-30T00:00:00Z']","['1', '2', '4', '5']","['A Sustainable Livelihood', 'Education and Health Care', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC57,"['Community-based disaster & risks reduction in Cap-Haitien commune,Haiti']",['Oxfam GB'],,"[""Faced with rampant urbanization and population growth creating intense pressure on natural resources, Cap -Haitien commune is a risk area. The project will support the creation of Community Intervention Teams in its 3 communal sections to prepare communities to initiate a rapid and coordinated response during a disaster. The health promotion, hygiene, water and sanitation to strengthen communities' resilience to cholera will be integrated. A strategy to sensitize people, schools, media, local authorities will be adopted. The project will be implemented in close collaboration with the concerned committees of the Civil Protection.""]",['HT'],,,3,,2015-04-28T17:50:29Z,"['2', '4']","['2012-08-20T00:00:00Z', '2013-11-14T00:00:00Z']","['2', '3', '5']","['Education and Health Care', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC58,"['Haiti,Emmergency Response to Storm Isaac']",['Oxfam GB'],,"['This project aims to alleviate the suffering of vulnerable people affected by the storm Isaac in the localities of Marigot, Cayes Jacmel (South East -Haiti). This project has two components: It aim to create access to safe drinking water and sanitation in 4 rural communities  affected by the storm . This project will  entails  the  repairing and cleaning  of  water source and constructing  water point and promoting hygiene. In addition, this project will  work towards the  recapitalization of vulnerable families through  cash for work activities. ..']",['HT'],,,3,,2014-05-22T20:27:26Z,"['2', '4']","['2012-08-23T00:00:00Z', '2013-03-31T00:00:00Z']","['1', '3']","['A Sustainable Livelihood', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC59,"['Local economy revitalisation through value chain reinforcement, Northern Haiti']",['Oxfam GB'],,"['This project is part of the food security and poverty reduction program in Northern Haiti (PSANH) led by Agrisud International. It will enhance the cassava & peanut sectors and support the establishment of small sustainable and efficient processing enterprises, able to strengthen the network of existing units in impoverished areas and to facilitate the flow of products with a better added value.  The project will establish a model of improved small size processing units (for cassava and peanut) that can be easily replicated in areas of cassava/peanut production, after demonstrating the economic performance of those units.']",['HT'],,,3,,2013-09-16T15:54:09Z,"['2', '4']","['2012-10-01T00:00:00Z', '2013-03-31T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC61,['Response to increased incidence & risk of cholera caused by Storm Isaac in Haiti'],['Oxfam GB'],,"['This project aims to alleviate the suffering of vulnerable people affected by the storm Isaac occurred in Haiti in August 2012. It aim to reduce and contain the incidences of cholera, secure access to safe water supplies for at least 20,000 households  in Port -Au -Prince metropolitan area.']",['HT'],,,3,,2013-11-13T14:04:17Z,"['2', '4']","['2012-09-01T00:00:00Z', '2012-12-31T00:00:00Z']","['2', '3']","['Education and Health Care', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC62,['Promotion of vegetable production on a small scale in Maribahoux plain - Haiti'],['Oxfam GB'],,"['This project seeks to contribute in a sustainable manner to increase food security, poverty reduction and economic empowerment of rural women through the involvement of households in small -scale vegetable production in the plain of Maribahoux – Northeast of Haiti.  This will be done by increasing the incomes and the productive capacity of 30 poor households through the improvement of vegetable production technical factors and of market access.  This project also tries to promote learning opportunities that can be useful in developing large -scale vegetable crops taking into account the impact of climate variability on production.  .']",['HT'],,,3,,2013-09-16T15:55:27Z,"['2', '4']","['2012-10-01T00:00:00Z', '2013-03-31T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC65,"['Improvement of local rice production & competitivity- North-East, HAITI']",['Oxfam GB'],,"['The objective of this project is to help increase rice production and food security in order to fight against the poverty of rural families in the plain of Maribahoux, North -east of Haiti. This will be done by improving the factors of production and competitiveness of local rice with the aim to increase the incomes of small -scale farmers and of the traders in the industry.    This project will provide support not only to rice farmers, traders and to agricultural laborers (providing agricultural services) but also to members of the ""Mutuelles de Solidarite"".']",['HT'],,,3,,2014-09-25T18:50:45Z,"['2', '4']","['2012-12-01T00:00:00Z', '2013-03-31T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC68,['Advocacy and Campaigns strategy to enhance civil society and governance in Haiti'],['Oxfam GB'],,['Oxfam in collaboration with its partners contribute to the development of a more equal and fair society through economic development focusing on strengthening of small producers'],['HT'],,,3,,2015-09-08T13:49:47Z,"['2', '4']","['2012-04-01T00:00:00Z', '2015-03-31T00:00:00Z']","['1', '3', '4', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC69,['Development and Reinforcement of Economic Opportunities for Women in Haiti'],['Oxfam GB'],,['The aim of the project is to contribute to the economic empowerment of women entrepreneurs through the provision of financial and technical support to develop small scale businesses capable of generating income and employment.'],['HT'],,,3,,2015-04-27T14:51:16Z,"['2', '4']","['2012-04-01T00:00:00Z', '2014-03-31T00:00:00Z']","['1', '2', '4', '5']","['A Sustainable Livelihood', 'Education and Health Care', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC70,"['Haiti,Emmergency Response to Storm Isaac-Phase 2']",['Oxfam GB'],,['1000 familles (environ 5.000 personnes)'],['HT'],,,3,,2013-11-13T14:04:52Z,"['2', '4']","['2013-01-01T00:00:00Z', '2013-03-31T00:00:00Z']","['1', '3']","['A Sustainable Livelihood', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC71,['Preparedness and response  of rural communities in North east - Haiti'],['Oxfam GB'],,"['The  project aim  is to increase the capacity of rural communities in Ferrier, Ouanaminthe,Mont Organise and Capotille to protect  themselves, respond to natural hazard and the climate change effect, by strengthening organizational and institutional capacities of civil protection structures, increasing the knowledge and practices of vulnerable rural  communities and reducing  the physical and social vulnerabilities. Oxfam will work with partners: Welthungerhilfe, Direction de la Protection Civile and the CNIGS to implement the project. Porject Resutls and objectives will be achieved by end of June 2014']",['HT'],,,3,,2016-08-05T17:46:19Z,"['2', '4']","['2013-01-31T00:00:00Z', '2014-12-31T00:00:00Z']","['1', '3', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC72,['Haiti – From Tent to Home 2013'],['Oxfam GB'],,"[""Oxfam GB and partners (International Organization for Migrations, Handicap International and Haitian organizations) will implement a camp relocation project in 5 sites of Duval, a neighbourhood of Croix -des -Bouquets, in order to ensure displaced people's resilience. The project includes housing subsidies (delivered by international Organization of Migration until July 2013) as well as economic resilience activities and inclusion initiatives to be completed by July 2014.""]",['HT'],,,3,,2016-08-05T17:47:34Z,"['2', '4']","['2013-04-01T00:00:00Z', '2014-12-31T00:00:00Z']","['1', '3', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC73,['Food security and agricultural productivity in North East of Haiti'],['Oxfam GB'],,"['The project aims at reducing the vulnerability of communities to disasters and climate hazards. This will be done through transferring knowledge on how to protect small farmers land and assets and providing tools to respond adequately to potential natural disasters and climate change. At the end of the project, beneficiaries are expected to have skills to adapt to disasters and climate change and also transfer their knowledge in their communities.']",['HT'],,,3,,2015-10-16T21:48:28Z,"['2', '4']","['2013-04-01T00:00:00Z', '2014-03-31T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC74,"['Improved community nutrition & health & institutional reinforcement, North-east']",['Oxfam GB'],,"['The overall aim of the project is to contribute to improving the nutritional and health conditions and supervision of women and children in the North East by strengthening the capacity of the Department of Health of the Northeast , It will develop a targeted intervention on prevention and community monitoring of nutritional problems. Interventions will be focused in 3 communes (Ouanaminthe, Ferrier, Capotille) is targeted by Department of Health of the Northeast  due to lack of coverage of nutrition services and the level of poverty.']",['HT'],,,3,,2017-03-06T18:11:52Z,"['2', '4']","['2013-10-30T00:00:00Z', '2015-10-29T00:00:00Z']","['1', '2', '3']","['A Sustainable Livelihood', 'Education and Health Care', 'Life and Security']","['99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC75,"['Reduction of Cholera in North Department and Port-au-Prince,Haiti']",['Oxfam GB'],,"[""The project aims to reduce the risk of contamination of cholera for the communities living in acute vulnerability with improved water supply structures, sources and coordination between the Ministry of Health and the Direction Nationale d'Eau Potable et d'Assainissement in the north department and in the Port -au -Prince metropolitan area. Project activities will be implemented in coordination with a local partner Oganizasyon Popile la Sante. The project aims to achieve by March 2014 the objectives""]",['HT'],,,3,,2015-08-12T20:33:58Z,"['2', '4']","['2013-06-19T00:00:00Z', '2014-04-15T00:00:00Z']","['2', '3', '5']","['Education and Health Care', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-HAIC77,['Disaster preparedness in HAITI'],['Oxfam GB'],,"['The project will contribute to enhance the preparedness to emergency in the risk and vulnerability context in Haiti. It will help to provide training like simulation exercise to OXFAM Haiti staff, Disaster Risk Reduction activities will be carried out to have a better preparedness to respond.  It is also plan to buy tools for emergency food security livelihood']",['HT'],,,3,,2015-09-08T13:49:02Z,"['2', '4']","['2013-09-10T00:00:00Z', '2015-03-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-HAIC78,['Value Chain system Building and private partnerships support-Haiti'],['Oxfam GB'],,"['Value Chain Analysis and consultation, networking, support to private sector initiatives , Value Chain strategy building, data collection proposal writing']",['HT'],,,3,,2015-09-08T13:47:35Z,"['2', '4']","['2013-09-25T00:00:00Z', '2014-03-31T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-HAIC80,"['Promoting  Women and Girls rights  in North and North East,Haiti']",['Oxfam GB'],,"['The project will strengthen community based and institutional mechanisms for access to information, for prevention and support on issues related to violence against women and sexual exploitation. It will support the efforts of local leaders to ensure a fair and safe access to resources and economic opportunities. It will affect about 150 leaders involved in the protection of women rights; about 6500 men and women members from 13 local organizations, private sector representatives, state agencies and local media']",['HT'],,,3,,2017-03-06T15:05:14Z,"['2', '4']","['2014-01-15T00:00:00Z', '2015-12-31T00:00:00Z']","['4', '5']","['Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
